user_id,content_id,reaction,timestamp
90,104,싫어요,1748063762
47,423,좋아요,1740909632
98,157,좋아요,1745520274
49,491,좋아요,1723087526
51,150,좋아요,1730299398
18,471,좋아요,1749049853
96,361,좋아요,1742985497
58,187,좋아요,1721714170
30,210,싫어요,1730095002
81,441,좋아요,1732409535
47,428,좋아요,1728561065
48,251,좋아요,1752860088
51,34,좋아요,1730505379
95,209,좋아요,1739020041
57,440,좋아요,1730743406
25,239,좋아요,1738410450
15,170,좋아요,1728705007
59,212,좋아요,1729634477
47,503,싫어요,1739791708
56,440,싫어요,1741370748
73,184,좋아요,1726804957
45,506,좋아요,1732358708
49,468,좋아요,1748861414
84,171,좋아요,1743352165
38,300,좋아요,1724932458
100,415,싫어요,1751426167
13,263,싫어요,1721523088
27,39,좋아요,1739911049
9,59,좋아요,1721620447
34,307,좋아요,1739131685
19,350,좋아요,1722234710
80,488,싫어요,1724695392
34,349,싫어요,1736576941
6,500,싫어요,1742593981
1,284,좋아요,1739596002
96,55,좋아요,1750986389
13,420,좋아요,1727586098
33,436,좋아요,1743118368
18,340,좋아요,1738571678
11,15,좋아요,1728887190
100,438,좋아요,1724206149
46,276,좋아요,1726946296
97,486,좋아요,1749091650
61,200,좋아요,1729525090
21,422,싫어요,1727236641
10,149,좋아요,1739033032
98,33,좋아요,1745206923
25,36,좋아요,1731034432
64,440,좋아요,1751719503
9,89,싫어요,1724280652
2,479,좋아요,1746578471
67,319,좋아요,1731465889
92,285,싫어요,1745721823
79,489,좋아요,1723458614
1,465,좋아요,1724066509
62,291,좋아요,1752690654
71,134,싫어요,1727653171
13,491,싫어요,1742026858
94,462,싫어요,1747988220
20,346,좋아요,1747390014
31,139,좋아요,1732460211
87,503,좋아요,1745125034
44,200,좋아요,1752657858
83,396,좋아요,1724196338
93,79,좋아요,1741770450
83,99,좋아요,1734913763
74,209,싫어요,1738794328
58,96,싫어요,1746012869
83,193,좋아요,1726570069
42,414,좋아요,1737699154
65,35,좋아요,1743791853
38,425,좋아요,1733181927
43,241,좋아요,1730032728
79,486,좋아요,1727170029
64,37,좋아요,1746636944
39,364,싫어요,1751390941
33,417,좋아요,1729589984
42,317,싫어요,1722536343
27,401,좋아요,1747921214
91,280,좋아요,1750276569
6,182,싫어요,1733451238
82,391,좋아요,1731465257
2,128,좋아요,1734599417
57,437,좋아요,1723394096
41,448,좋아요,1745688144
98,278,좋아요,1727787660
9,432,좋아요,1752461473
90,277,좋아요,1722527776
82,237,좋아요,1740117914
80,342,싫어요,1721871154
54,217,좋아요,1726473488
90,196,싫어요,1729238571
84,134,좋아요,1727332130
4,380,싫어요,1736775702
8,144,좋아요,1731064143
10,447,좋아요,1727286514
70,91,좋아요,1730674730
94,463,싫어요,1749361428
53,487,좋아요,1749160151
64,15,싫어요,1729815922
30,485,좋아요,1740791760
86,159,좋아요,1725647690
7,418,좋아요,1744236830
29,471,싫어요,1741101704
70,470,싫어요,1749653761
23,281,좋아요,1743552630
43,169,싫어요,1727786822
73,122,좋아요,1733439922
24,340,좋아요,1733594930
3,133,싫어요,1751005944
39,472,싫어요,1725546573
54,155,좋아요,1724160597
5,298,좋아요,1734168556
53,141,싫어요,1725793186
58,387,좋아요,1744347701
32,214,좋아요,1734461846
73,57,좋아요,1729030839
44,260,좋아요,1723164651
54,131,싫어요,1747037499
59,250,싫어요,1731356586
71,337,싫어요,1746178639
67,418,좋아요,1747406479
12,141,좋아요,1724628790
65,301,좋아요,1749521113
47,77,좋아요,1733359712
96,11,좋아요,1733089964
53,139,싫어요,1730954637
96,200,싫어요,1733465984
41,285,좋아요,1752855409
81,11,좋아요,1751360169
22,307,좋아요,1738939512
96,182,좋아요,1745730367
74,338,싫어요,1751242464
16,342,싫어요,1728923774
88,251,좋아요,1721831103
76,484,좋아요,1732364767
90,105,좋아요,1728515296
36,62,싫어요,1723058036
61,253,좋아요,1729119511
77,493,좋아요,1734608026
68,90,좋아요,1750042822
30,367,싫어요,1738932573
62,475,좋아요,1744830560
56,56,싫어요,1736601023
54,334,좋아요,1737066249
8,385,좋아요,1752773033
8,60,좋아요,1723988631
51,263,싫어요,1744600091
41,129,좋아요,1733154469
19,240,좋아요,1728159738
8,473,좋아요,1743047418
98,308,좋아요,1751141462
23,207,좋아요,1748274237
66,188,좋아요,1750590276
21,398,좋아요,1730601440
2,387,좋아요,1729092578
22,85,싫어요,1728885372
3,460,좋아요,1731464809
19,489,싫어요,1724511910
94,335,좋아요,1723396431
12,144,좋아요,1745284236
58,106,좋아요,1741068067
32,98,좋아요,1730821930
43,343,싫어요,1751082775
100,73,싫어요,1738604236
6,22,좋아요,1748044622
12,158,좋아요,1727006094
32,180,좋아요,1726395192
31,278,좋아요,1728276516
49,286,좋아요,1741185852
66,67,싫어요,1735677824
35,283,좋아요,1730956391
2,51,좋아요,1723133979
59,180,좋아요,1750092873
87,442,좋아요,1742611596
94,308,좋아요,1730215183
37,409,좋아요,1745496716
50,284,좋아요,1740411861
19,478,좋아요,1732366602
45,208,싫어요,1734269558
59,391,좋아요,1729477157
97,317,좋아요,1728775060
90,401,좋아요,1725034287
35,491,싫어요,1733806710
56,109,좋아요,1727040304
86,311,좋아요,1742570820
17,418,좋아요,1731006160
58,449,싫어요,1732122204
63,97,좋아요,1741292056
73,99,좋아요,1744251769
49,430,좋아요,1748948497
70,465,좋아요,1751405183
84,41,좋아요,1742659165
10,346,싫어요,1747495056
7,190,좋아요,1748158655
41,208,싫어요,1745132368
83,119,좋아요,1731226864
25,276,싫어요,1742439297
51,284,좋아요,1728313499
20,461,싫어요,1732762630
96,42,좋아요,1740091566
82,474,좋아요,1734384879
72,74,좋아요,1731367835
39,31,싫어요,1724550164
25,217,좋아요,1731934064
10,394,좋아요,1741343701
76,184,싫어요,1738966780
70,148,좋아요,1749874057
53,110,좋아요,1734322342
93,128,좋아요,1726534882
30,192,좋아요,1734935289
37,174,좋아요,1729286028
63,367,좋아요,1748445489
57,192,좋아요,1737425779
25,495,좋아요,1751380860
94,209,좋아요,1728994847
56,395,좋아요,1740315629
56,461,싫어요,1724338957
55,499,좋아요,1743118865
96,420,좋아요,1732060853
14,165,좋아요,1736066510
34,283,좋아요,1733292485
24,130,좋아요,1732719230
24,239,좋아요,1750395134
31,238,좋아요,1747068554
20,271,싫어요,1737258795
83,145,싫어요,1734228607
84,84,싫어요,1730978760
50,237,좋아요,1744929353
76,36,싫어요,1738870791
14,138,좋아요,1733276376
83,168,좋아요,1752340096
69,35,좋아요,1750825391
58,373,좋아요,1734761465
97,136,좋아요,1722596318
51,216,좋아요,1733669870
63,65,좋아요,1732718986
94,63,좋아요,1740572265
31,69,싫어요,1742081873
14,405,싫어요,1739824576
15,195,좋아요,1741446496
30,118,좋아요,1752036652
5,215,좋아요,1727683369
12,230,좋아요,1751615430
89,277,좋아요,1744302358
94,490,좋아요,1746988143
42,143,좋아요,1722274112
50,103,좋아요,1737731194
68,167,싫어요,1736737035
70,249,좋아요,1736697848
53,12,좋아요,1748681602
20,126,좋아요,1742986700
58,85,좋아요,1732276206
44,244,좋아요,1746156670
65,507,싫어요,1731985582
74,405,좋아요,1748935082
49,331,좋아요,1731543982
80,72,싫어요,1751837429
79,499,좋아요,1744365372
63,292,좋아요,1748481971
51,400,싫어요,1746207557
78,401,좋아요,1726625779
18,126,싫어요,1746531408
65,96,싫어요,1730598194
32,263,싫어요,1738695720
86,83,좋아요,1751211786
64,49,좋아요,1728172581
40,319,좋아요,1751671499
21,498,좋아요,1738463006
66,134,좋아요,1747245564
25,200,좋아요,1737857447
19,489,좋아요,1731741611
76,67,좋아요,1749130844
10,371,싫어요,1741313630
83,482,싫어요,1724209995
56,155,싫어요,1724189299
79,262,좋아요,1724363730
77,278,싫어요,1745286451
27,469,좋아요,1732318091
53,80,좋아요,1750567657
22,495,싫어요,1744272391
31,453,좋아요,1750739534
55,106,좋아요,1752893565
47,44,좋아요,1732599459
11,152,좋아요,1724380109
47,115,좋아요,1722682838
29,414,좋아요,1729692640
40,97,좋아요,1746786798
47,283,좋아요,1732941009
65,84,좋아요,1731222479
83,162,좋아요,1745140086
13,162,좋아요,1739967880
32,307,좋아요,1747230352
78,421,싫어요,1746412897
80,373,싫어요,1752160661
30,106,좋아요,1749826424
23,481,싫어요,1727488605
5,79,좋아요,1728957341
99,449,좋아요,1743751485
20,348,좋아요,1723958925
76,145,좋아요,1726231739
69,376,좋아요,1734968020
82,340,좋아요,1738154612
81,443,좋아요,1750183014
1,49,좋아요,1749269421
83,68,좋아요,1741089384
22,75,싫어요,1726372579
34,432,좋아요,1741609205
12,89,좋아요,1743450880
90,145,좋아요,1727515062
24,27,싫어요,1736566354
19,460,좋아요,1738215586
17,280,좋아요,1724828006
44,315,좋아요,1750515730
84,127,싫어요,1732460435
59,404,좋아요,1753042476
57,103,싫어요,1742469662
14,506,좋아요,1736641592
22,428,싫어요,1736333295
30,167,좋아요,1727110756
11,212,싫어요,1734356379
60,22,좋아요,1725893750
82,434,좋아요,1732961006
47,273,싫어요,1734439006
86,421,좋아요,1738709552
97,35,싫어요,1746250314
56,406,싫어요,1731793677
31,46,싫어요,1727109976
78,433,싫어요,1724502869
3,275,싫어요,1751553169
13,409,좋아요,1726984681
54,105,좋아요,1738395237
51,177,싫어요,1723916284
11,256,싫어요,1752031876
72,311,좋아요,1744177275
92,78,싫어요,1737624626
56,321,좋아요,1734873334
90,39,좋아요,1752760359
33,264,좋아요,1741850176
75,153,좋아요,1739708649
85,243,좋아요,1726461387
12,121,좋아요,1730400974
11,224,싫어요,1733863358
42,429,싫어요,1731664057
75,506,좋아요,1728129668
70,495,좋아요,1728782470
42,249,좋아요,1736463459
93,84,싫어요,1744394215
14,489,좋아요,1747773332
51,475,좋아요,1750604167
47,289,싫어요,1732781902
4,459,좋아요,1736540309
5,346,싫어요,1728389152
70,252,좋아요,1733782331
29,46,싫어요,1741594859
93,152,싫어요,1745245023
36,204,좋아요,1742789309
58,328,싫어요,1739678631
41,486,좋아요,1721598005
15,84,좋아요,1749608441
46,83,좋아요,1734694643
45,123,싫어요,1740762096
62,71,좋아요,1743986359
37,473,좋아요,1724787002
49,246,좋아요,1747725060
96,15,좋아요,1745016211
7,307,좋아요,1751601416
4,38,좋아요,1726443477
91,436,좋아요,1742926870
30,455,좋아요,1724526098
49,31,좋아요,1747632059
48,224,좋아요,1740586236
24,159,좋아요,1724081393
16,31,좋아요,1730597736
58,491,좋아요,1750012074
61,270,싫어요,1729632832
66,152,싫어요,1732377010
13,206,싫어요,1740726619
84,404,좋아요,1744207929
13,134,좋아요,1730081857
32,349,좋아요,1724964191
75,245,싫어요,1749492510
62,43,싫어요,1723655616
91,442,좋아요,1738921851
10,231,좋아요,1738890944
29,119,좋아요,1745489111
44,227,싫어요,1731179821
28,137,좋아요,1728495700
97,228,좋아요,1735464164
73,386,싫어요,1750497825
4,94,싫어요,1730877489
13,67,좋아요,1722600088
64,399,좋아요,1734258058
29,391,좋아요,1737903010
58,142,좋아요,1750359182
91,160,싫어요,1752683835
87,407,좋아요,1731088623
96,368,싫어요,1723325103
96,343,좋아요,1745773237
66,379,싫어요,1738334269
32,118,좋아요,1726842834
48,20,좋아요,1749582904
63,94,싫어요,1751920599
6,285,좋아요,1736548432
35,382,좋아요,1750174725
11,487,좋아요,1745948477
37,503,싫어요,1726860770
27,156,싫어요,1740576973
19,269,싫어요,1744531660
51,150,좋아요,1751970026
35,336,싫어요,1746570418
43,84,좋아요,1723422902
57,313,좋아요,1725316129
22,340,좋아요,1723013077
94,24,좋아요,1731111711
30,392,좋아요,1749383192
45,484,좋아요,1731276019
49,272,싫어요,1726503533
19,227,싫어요,1739221498
94,114,좋아요,1728843810
61,339,좋아요,1733971262
29,104,좋아요,1743247635
53,134,싫어요,1724125821
37,344,좋아요,1741573332
68,319,좋아요,1744458020
46,184,좋아요,1735286576
99,402,좋아요,1723500867
86,207,좋아요,1728987096
75,267,좋아요,1723034465
38,88,좋아요,1725770297
46,73,싫어요,1724363062
71,440,좋아요,1732418360
90,374,좋아요,1744752510
36,73,좋아요,1741745775
41,83,좋아요,1750585243
74,474,좋아요,1727962762
63,444,좋아요,1751231700
73,452,좋아요,1738134750
73,380,좋아요,1752561769
91,199,좋아요,1727879204
44,339,좋아요,1724118019
86,247,싫어요,1725151569
98,219,좋아요,1744049886
38,436,좋아요,1723395147
83,170,싫어요,1737825700
83,312,좋아요,1748154726
27,48,좋아요,1725383593
100,342,좋아요,1752540828
14,480,싫어요,1737038967
67,113,좋아요,1749017297
27,378,좋아요,1741074239
15,375,싫어요,1746610266
88,220,좋아요,1750999986
68,185,좋아요,1742095599
74,200,싫어요,1747233511
54,77,좋아요,1741258433
38,230,좋아요,1721950517
10,430,좋아요,1732198179
30,236,좋아요,1733924164
72,308,좋아요,1752054412
64,406,좋아요,1733552872
90,105,싫어요,1730764408
57,450,좋아요,1721908725
96,308,좋아요,1736820501
49,13,좋아요,1738795113
91,484,싫어요,1722466541
39,120,좋아요,1735050216
43,406,좋아요,1728281603
47,251,좋아요,1752343747
62,404,좋아요,1748948655
87,216,좋아요,1734922611
88,470,좋아요,1752010099
93,410,싫어요,1748322710
12,427,싫어요,1746344398
82,65,싫어요,1725683358
29,261,싫어요,1729618890
16,381,좋아요,1743739136
85,78,좋아요,1721716414
52,209,좋아요,1736286784
38,272,좋아요,1746529131
22,204,좋아요,1739972155
82,504,싫어요,1726995843
40,392,싫어요,1725516541
33,444,싫어요,1750663564
48,29,좋아요,1722010740
9,346,좋아요,1729249969
85,358,좋아요,1732383406
68,412,좋아요,1721815611
100,486,좋아요,1726068147
6,79,좋아요,1726973064
56,273,좋아요,1730077972
51,471,싫어요,1748521737
34,252,좋아요,1737522889
75,473,좋아요,1726445325
80,498,좋아요,1726498019
99,161,좋아요,1743623849
60,461,좋아요,1727923387
47,474,싫어요,1739116171
8,144,좋아요,1741020915
45,379,싫어요,1736904868
31,180,좋아요,1749656859
7,288,좋아요,1744881232
74,364,좋아요,1751433763
62,25,좋아요,1732879453
76,108,좋아요,1733743593
98,468,싫어요,1750707151
3,457,싫어요,1734467327
26,501,좋아요,1725060303
79,249,좋아요,1734689547
98,167,싫어요,1725918004
53,478,싫어요,1725612955
37,232,좋아요,1729034117
41,343,싫어요,1740991908
15,321,좋아요,1733749903
92,412,싫어요,1751504773
25,342,좋아요,1748867569
7,310,좋아요,1738817661
66,61,싫어요,1750224388
98,488,싫어요,1740638147
17,96,싫어요,1731453622
88,307,좋아요,1745188079
27,71,싫어요,1738988401
32,321,싫어요,1747425579
3,474,싫어요,1729078613
96,188,싫어요,1747570575
97,211,좋아요,1724585288
27,494,좋아요,1728662005
23,172,좋아요,1746013855
52,213,좋아요,1735959937
15,323,좋아요,1730358316
66,400,싫어요,1739431266
24,59,좋아요,1728636535
99,273,좋아요,1723302568
82,450,좋아요,1745654962
40,431,싫어요,1723612757
26,326,좋아요,1737292087
29,334,싫어요,1747183908
56,255,싫어요,1728533585
51,376,좋아요,1747760834
79,359,좋아요,1746740601
4,339,싫어요,1722437497
89,490,좋아요,1750759780
33,29,좋아요,1723973330
73,64,좋아요,1732880471
8,370,좋아요,1750003461
54,80,좋아요,1734236673
93,32,좋아요,1752825856
77,269,좋아요,1748257014
52,148,좋아요,1727346335
39,388,좋아요,1731505964
23,294,좋아요,1724272002
94,370,좋아요,1744515704
66,348,좋아요,1742367343
58,478,좋아요,1739065242
46,155,좋아요,1729253243
53,232,좋아요,1740199004
44,309,싫어요,1725240086
26,95,좋아요,1752211851
12,237,좋아요,1722318447
16,240,좋아요,1739343410
77,446,싫어요,1727842159
66,114,싫어요,1742694102
29,267,좋아요,1741315449
86,253,싫어요,1722554643
77,330,좋아요,1751980094
66,265,좋아요,1749124211
51,371,좋아요,1751704933
69,111,좋아요,1725291552
35,168,좋아요,1741326156
22,454,좋아요,1745974596
98,85,싫어요,1723737196
38,261,좋아요,1734183891
85,70,좋아요,1732892962
12,305,좋아요,1732604365
88,227,좋아요,1746217174
5,384,좋아요,1727938114
83,217,좋아요,1736256852
73,504,좋아요,1732377644
88,342,좋아요,1723345447
32,475,좋아요,1743372709
33,478,좋아요,1724492620
2,397,좋아요,1727510771
30,303,좋아요,1734506185
44,194,싫어요,1739116088
56,439,좋아요,1735385522
89,138,좋아요,1737544851
21,63,좋아요,1723308594
22,447,좋아요,1727559772
59,475,싫어요,1725276581
75,158,좋아요,1750758333
23,448,싫어요,1744086973
28,279,좋아요,1724234802
18,297,싫어요,1740094537
74,378,좋아요,1746652005
96,151,좋아요,1725098237
35,186,싫어요,1732068657
75,484,좋아요,1744399038
67,267,좋아요,1739433483
89,45,싫어요,1728704994
92,137,좋아요,1747941603
83,251,좋아요,1731907895
80,237,좋아요,1733246485
69,210,좋아요,1745726049
95,77,좋아요,1728388182
23,177,좋아요,1746013439
28,389,좋아요,1747875466
22,496,싫어요,1750586566
56,241,좋아요,1740404978
51,183,싫어요,1750188808
31,17,싫어요,1739588783
15,92,좋아요,1734897576
100,45,싫어요,1752638874
76,252,좋아요,1735933713
86,391,싫어요,1731271398
54,18,싫어요,1724181694
25,30,좋아요,1748542908
98,336,좋아요,1730081108
35,390,싫어요,1735264579
91,490,좋아요,1727045370
86,28,좋아요,1748262951
16,56,좋아요,1724289178
70,342,좋아요,1749263362
41,68,좋아요,1739850333
98,231,싫어요,1733222293
42,378,좋아요,1725682758
11,413,좋아요,1737965990
33,380,싫어요,1730226583
86,17,싫어요,1726602075
96,299,좋아요,1742448141
60,57,좋아요,1733529105
10,226,좋아요,1724216267
44,236,싫어요,1750638427
47,315,좋아요,1730993932
66,274,좋아요,1728234586
95,337,싫어요,1723748302
85,325,좋아요,1741827289
29,510,좋아요,1749801265
85,433,싫어요,1743618381
36,278,싫어요,1728375495
83,353,싫어요,1721525570
39,448,싫어요,1731456809
97,99,싫어요,1752914288
46,320,좋아요,1730996546
32,407,좋아요,1734807469
50,69,좋아요,1734974922
19,59,싫어요,1749678196
86,466,좋아요,1752332644
84,332,싫어요,1747325631
53,207,좋아요,1729809992
8,361,좋아요,1722316530
42,376,좋아요,1725410375
53,161,좋아요,1750735968
78,165,싫어요,1725250724
80,221,싫어요,1745353305
88,384,좋아요,1750708778
66,238,싫어요,1729804575
53,197,좋아요,1751265357
33,48,좋아요,1748461553
74,227,좋아요,1730272499
24,51,좋아요,1723476173
16,427,좋아요,1743214872
31,375,좋아요,1731640176
28,179,좋아요,1751645090
94,248,싫어요,1751461704
7,480,좋아요,1737730020
23,291,싫어요,1749682739
29,300,좋아요,1742873262
13,178,싫어요,1740529196
4,75,싫어요,1731960628
74,393,좋아요,1725826983
53,298,싫어요,1727746101
37,310,좋아요,1734953566
62,507,싫어요,1723993148
19,255,싫어요,1739323079
33,392,좋아요,1734356644
27,329,좋아요,1731272261
52,440,좋아요,1740646155
69,336,좋아요,1745991219
57,382,좋아요,1742758171
36,16,좋아요,1735065391
23,21,좋아요,1722535627
20,188,좋아요,1746240609
68,312,좋아요,1741637544
25,489,좋아요,1723612073
12,57,싫어요,1742241926
56,358,좋아요,1752326848
85,145,좋아요,1732263392
38,126,좋아요,1742682469
36,146,좋아요,1734681257
84,27,좋아요,1749093034
44,377,좋아요,1722169295
55,303,좋아요,1744351026
86,172,좋아요,1748410787
80,406,좋아요,1744943556
91,246,좋아요,1728893989
10,351,좋아요,1730843735
4,263,좋아요,1740048346
73,81,싫어요,1742353044
93,41,좋아요,1735256927
24,478,좋아요,1722501689
89,182,싫어요,1729941276
19,393,좋아요,1745545741
70,153,싫어요,1740258150
49,220,싫어요,1744429756
2,128,좋아요,1742808138
3,266,좋아요,1735896773
83,206,싫어요,1736169386
99,97,싫어요,1748730879
19,143,좋아요,1751682091
15,63,좋아요,1728477679
57,479,좋아요,1744911536
61,37,좋아요,1733198539
93,64,싫어요,1751880313
75,201,좋아요,1726867017
12,313,싫어요,1752336084
38,494,싫어요,1724887923
19,359,싫어요,1748761490
70,285,싫어요,1729539051
66,346,좋아요,1734989894
50,506,좋아요,1735168743
56,131,좋아요,1730617422
1,59,좋아요,1752714428
88,478,좋아요,1736938518
22,194,좋아요,1729505284
69,159,좋아요,1736800305
23,424,좋아요,1730892918
82,404,좋아요,1739736747
22,456,좋아요,1751049799
71,261,좋아요,1743440272
64,217,좋아요,1724033815
92,268,싫어요,1731586010
3,310,싫어요,1742637836
51,247,좋아요,1736401001
69,433,좋아요,1743611004
92,496,좋아요,1736867878
5,16,싫어요,1742740850
7,78,싫어요,1740741107
30,273,좋아요,1727842218
19,498,싫어요,1732745139
56,17,좋아요,1726382960
5,186,좋아요,1725173239
23,350,좋아요,1724653331
53,41,좋아요,1746419392
98,297,좋아요,1738449825
65,246,좋아요,1743847354
36,164,좋아요,1746592711
30,48,좋아요,1750358006
19,476,좋아요,1737062414
16,406,좋아요,1744448490
76,446,싫어요,1735744160
77,44,싫어요,1734107712
52,343,좋아요,1746408061
30,193,좋아요,1741572109
6,84,싫어요,1727886877
52,325,좋아요,1751249101
92,101,좋아요,1736945231
35,483,싫어요,1743436678
28,83,좋아요,1752330505
12,216,싫어요,1722651869
52,440,좋아요,1726763669
39,105,좋아요,1750740507
6,360,좋아요,1723804447
70,38,좋아요,1730937576
43,467,싫어요,1734590588
63,452,좋아요,1737191435
97,94,좋아요,1740405388
25,509,좋아요,1747487945
46,448,싫어요,1752107346
100,388,좋아요,1730002681
67,265,좋아요,1740721164
8,77,좋아요,1734765542
86,365,좋아요,1750027548
88,52,좋아요,1740274698
9,355,싫어요,1728452197
44,178,좋아요,1748015455
5,76,좋아요,1736542341
34,73,좋아요,1740314013
17,140,좋아요,1752771744
69,91,싫어요,1739299080
77,365,좋아요,1732325317
80,285,좋아요,1745111394
55,457,싫어요,1750164735
86,120,좋아요,1740482713
32,430,싫어요,1745037289
70,152,싫어요,1730721763
58,275,좋아요,1748394950
64,70,좋아요,1729180144
68,96,좋아요,1741723580
54,475,좋아요,1745308235
62,177,좋아요,1731203134
66,164,좋아요,1738675588
13,471,좋아요,1728573710
42,263,좋아요,1745285889
47,504,좋아요,1727260176
62,202,좋아요,1738022354
39,504,좋아요,1742620863
42,409,좋아요,1751109531
46,239,좋아요,1726556025
84,42,좋아요,1731198149
24,489,좋아요,1738391822
80,102,좋아요,1725021138
87,192,좋아요,1722277609
55,19,좋아요,1723980231
65,325,좋아요,1729235589
78,506,좋아요,1744328447
100,277,좋아요,1727486448
86,13,좋아요,1729035144
58,459,좋아요,1736659498
29,21,좋아요,1736239246
43,324,좋아요,1742642065
23,14,좋아요,1749348603
89,337,좋아요,1748859919
67,94,싫어요,1752472059
77,139,좋아요,1752055310
70,399,좋아요,1737537760
88,23,좋아요,1732241727
71,424,좋아요,1724997378
37,399,좋아요,1746072914
12,484,좋아요,1723940552
90,248,싫어요,1744671036
41,393,싫어요,1745046940
93,297,좋아요,1729404945
79,467,싫어요,1739986609
87,302,좋아요,1726625885
15,27,좋아요,1743855100
68,362,싫어요,1747267248
100,432,좋아요,1734817444
99,40,싫어요,1751389885
4,156,싫어요,1726818017
6,133,좋아요,1732945822
42,145,싫어요,1732701484
80,488,싫어요,1753031366
4,119,싫어요,1748688957
83,45,좋아요,1751278572
89,330,싫어요,1722595906
7,321,좋아요,1743827081
66,204,좋아요,1736883917
31,80,좋아요,1749990455
26,509,좋아요,1741932244
8,226,싫어요,1750733592
45,377,좋아요,1752304319
81,358,싫어요,1751006189
10,425,좋아요,1743271175
34,337,좋아요,1728735031
88,476,좋아요,1734268212
43,458,좋아요,1726936594
43,293,싫어요,1734334177
50,128,싫어요,1739645995
48,56,싫어요,1730979868
71,27,좋아요,1748047482
10,412,좋아요,1738994614
90,333,좋아요,1737631906
1,411,좋아요,1751465968
9,323,싫어요,1736408265
6,157,좋아요,1730906489
23,44,싫어요,1741594289
89,238,좋아요,1746041188
39,236,싫어요,1724159830
83,330,싫어요,1746257999
34,437,좋아요,1746207993
67,431,좋아요,1741477507
45,236,좋아요,1723803889
49,131,좋아요,1724616405
59,327,좋아요,1735039608
32,400,좋아요,1749134996
64,391,좋아요,1739158920
38,435,좋아요,1750950167
15,147,좋아요,1751019376
71,355,좋아요,1730987898
51,268,좋아요,1746779157
49,356,좋아요,1739783607
33,183,좋아요,1726663665
69,116,좋아요,1729106773
78,462,좋아요,1744351695
85,18,싫어요,1729815098
35,401,좋아요,1752135903
9,510,좋아요,1748642285
26,415,좋아요,1721894616
21,286,싫어요,1741625720
33,17,좋아요,1734944751
71,302,좋아요,1740139568
82,344,좋아요,1728626305
97,479,좋아요,1724663155
35,78,좋아요,1724298278
7,301,싫어요,1731292337
22,481,좋아요,1723705154
48,492,싫어요,1725228104
74,165,싫어요,1740435740
80,155,좋아요,1743993459
81,200,좋아요,1725411053
15,161,좋아요,1721757630
